timestamp,api_type,complexity,repository,execution,time_ms,size_bytes,status
2025-11-22T00:58:59.798453,REST,medium,kubernetes/kubernetes,34,903.47,119074,200
2025-11-22T00:59:01.500487,REST,complex,nodejs/node,3,1600.7,43776,200
2025-11-22T00:59:01.921282,GraphQL,simple,python/cpython,56,319.92,237,200
2025-11-22T00:59:02.335391,GraphQL,simple,python/cpython,40,312.7,237,200
2025-11-22T00:59:02.874428,GraphQL,medium,nodejs/node,13,438.25,1741,200
2025-11-22T00:59:03.347192,REST,simple,django/django,99,371.89,6147,200
2025-11-22T00:59:03.818673,GraphQL,simple,angular/angular,78,370.94,247,200
2025-11-22T00:59:04.244747,GraphQL,simple,kubernetes/kubernetes,13,324.94,258,200
2025-11-22T00:59:04.938585,GraphQL,medium,nodejs/node,95,592.91,1741,200
2025-11-22T00:59:06.000652,REST,medium,django/django,62,960.94,39202,200
2025-11-22T00:59:07.501420,REST,complex,vuejs/vue,52,1399.78,26712,200
2025-11-22T00:59:08.404638,REST,medium,torvalds/linux,33,802.28,42339,200
2025-11-22T00:59:10.196299,REST,complex,python/cpython,38,1689.06,32734,200
2025-11-22T00:59:10.726313,REST,simple,python/cpython,51,429.2,6018,200
2025-11-22T00:59:11.518053,GraphQL,complex,django/django,66,690.74,548,200
2025-11-22T00:59:12.033009,REST,simple,facebook/react,100,414.1,6156,200
2025-11-22T00:59:12.578721,GraphQL,medium,nodejs/node,65,444.1,1741,200
2025-11-22T00:59:14.148383,REST,complex,django/django,78,1468.31,28590,200
2025-11-22T00:59:15.140950,GraphQL,complex,kubernetes/kubernetes,22,891.98,1146,200
2025-11-22T00:59:15.890045,GraphQL,complex,facebook/react,65,648.53,1192,200
2025-11-22T00:59:17.299882,REST,complex,torvalds/linux,52,1309.0,24019,200
2025-11-22T00:59:17.900180,GraphQL,complex,vuejs/vue,9,499.6,1137,200
2025-11-22T00:59:18.349399,GraphQL,medium,django/django,4,348.53,173,200
2025-11-22T00:59:18.835216,REST,simple,django/django,76,385.05,6147,200
2025-11-22T00:59:19.671508,REST,medium,torvalds/linux,11,735.64,42339,200
2025-11-22T00:59:20.404701,GraphQL,complex,nodejs/node,4,632.73,1297,200
2025-11-22T00:59:20.944735,GraphQL,simple,python/cpython,68,439.19,237,200
2025-11-22T00:59:21.393700,GraphQL,simple,kubernetes/kubernetes,38,348.09,258,200
2025-11-22T00:59:22.147517,GraphQL,complex,angular/angular,81,653.21,1163,200
2025-11-22T00:59:23.012950,GraphQL,complex,microsoft/vscode,90,764.43,1176,200
2025-11-22T00:59:23.528854,GraphQL,complex,vuejs/vue,59,414.98,1137,200
2025-11-22T00:59:25.255508,REST,complex,vuejs/vue,48,1623.73,26712,200
2025-11-22T00:59:25.691010,GraphQL,medium,torvalds/linux,91,334.04,145,200
2025-11-22T00:59:26.197011,REST,simple,python/cpython,90,404.61,6018,200
2025-11-22T00:59:28.017692,REST,complex,angular/angular,75,1718.11,39902,200
2025-11-22T00:59:28.486566,GraphQL,medium,facebook/react,8,368.41,1798,200
2025-11-22T00:59:28.918582,REST,simple,torvalds/linux,40,331.42,5016,200
2025-11-22T00:59:29.928428,REST,medium,vuejs/vue,49,908.92,40393,200
2025-11-22T00:59:32.011076,REST,complex,kubernetes/kubernetes,99,1980.8,81393,200
2025-11-22T00:59:33.807261,REST,complex,facebook/react,14,1693.63,31268,200
2025-11-22T00:59:34.303898,REST,simple,tensorflow/tensorflow,67,395.46,6689,200
2025-11-22T00:59:35.174699,GraphQL,complex,python/cpython,5,769.4,1164,200
2025-11-22T00:59:35.948240,GraphQL,complex,nodejs/node,6,672.16,1297,200
2025-11-22T00:59:37.028324,GraphQL,medium,microsoft/vscode,29,978.64,1589,200
2025-11-22T00:59:39.540875,REST,complex,microsoft/vscode,95,2411.08,44432,200
2025-11-22T00:59:40.105140,GraphQL,complex,vuejs/vue,61,462.9,1137,200
2025-11-22T00:59:41.022543,REST,medium,nodejs/node,73,816.61,55409,200
2025-11-22T00:59:43.162194,REST,complex,angular/angular,8,2038.23,39902,200
2025-11-22T00:59:44.922570,REST,complex,facebook/react,29,1657.17,31268,200
2025-11-22T00:59:46.326652,REST,complex,torvalds/linux,29,1302.77,24019,200
2025-11-22T00:59:46.913122,REST,simple,angular/angular,59,485.67,6337,200
2025-11-22T00:59:47.864701,REST,medium,python/cpython,98,849.67,50604,200
2025-11-22T00:59:48.843269,REST,medium,python/cpython,96,876.66,50604,200
2025-11-22T00:59:49.719585,REST,medium,torvalds/linux,60,774.3,42339,200
2025-11-22T00:59:50.846519,REST,medium,kubernetes/kubernetes,90,1024.95,119074,200
2025-11-22T00:59:51.707457,GraphQL,medium,microsoft/vscode,8,758.63,1589,200
2025-11-22T00:59:52.463600,GraphQL,complex,django/django,75,654.84,548,200
2025-11-22T00:59:52.885776,GraphQL,simple,django/django,27,320.95,257,200
2025-11-22T00:59:53.496584,GraphQL,simple,microsoft/vscode,73,509.57,228,200
2025-11-22T00:59:54.903780,REST,medium,facebook/react,68,1306.45,44680,200
2025-11-22T00:59:55.841103,REST,medium,nodejs/node,28,835.56,55409,200
